row ID,row m/z,row retention time,intensity_measure,ion_mobility,ion_mobility_unit,ccs,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,20260428_CVOL_Group_03_BB_10mM.mzML Peak area,20260428_CVOL_Group_03_IAA_50uM.mzML Peak area,20260428_CVOL_Group_03_Pt_1A_0m.mzML Peak area,20260428_CVOL_Group_03_Pt_1A_20m.mzML Peak area,20260428_CVOL_Group_03_Pt_1B_0m.mzML Peak area,20260428_CVOL_Group_03_Pt_1B_20m.mzML Peak area,20260428_CVOL_Group_03_Pt_2A_0m.mzML Peak area,20260428_CVOL_Group_03_Pt_2A_20m.mzML Peak area,20260428_CVOL_Group_03_Pt_2B_0m.mzML Peak area,20260428_CVOL_Group_03_Pt_2B_20m.mzML Peak area,20260428_CVOL_Group_03_QC_01.mzML Peak area,20260428_CVOL_Group_03_QC_02.mzML Peak area,20260428_CVOL_Group_03_QC_03.mzML Peak area,20260428_CVOL_Group_03_QC_04.mzML Peak area,20260428_CVOL_Group_03_QC_05.mzML Peak area,20260428_CVOL_Group_03_QC_06.mzML Peak area,20260428_CVOL_Group_03_bl.mzML Peak area,20260428_CVOL_Group_03_wt_1A_0m.mzML Peak area,20260428_CVOL_Group_03_wt_1A_20m.mzML Peak area,20260428_CVOL_Group_03_wt_1B_0m.mzML Peak area,20260428_CVOL_Group_03_wt_1B_20m.mzML Peak area,20260428_CVOL_Group_03_wt_2A_0m.mzML Peak area,20260428_CVOL_Group_03_wt_2A_20m.mzML Peak area,20260428_CVOL_Group_03_wt_2B_0m.mzML Peak area,20260428_CVOL_Group_03_wt_2B_20m.mzML Peak area,20260428_CVOL_bk_mapp_pre_01.mzML Peak area,Unnamed: 39
183,305.1470182343622,1.1957107,height,,,,,,,,,,,0.0,0.0,1062100.5,1004588.2,1029171.5,1040459.25,955910.94,954501.3,964595.3,1088778.9,1286167.2,1311803.0,1256027.1,1169972.2,1210920.4,1223543.2,0.0,656901.9,901423.75,0.0,920773.2,804215.3,884132.44,915337.06,962046.1,0.0,
184,321.1306778039032,1.1810081,height,,,,,,,,,,,20581300.0,30915078.0,949969.0,924425.0,865566.94,791368.2,979207.75,917644.25,855004.06,815499.9,652825.8,606634.44,607218.94,605678.4,716839.06,770921.06,37594400.0,870038.94,896038.8,893457.2,939653.56,914575.0,876783.25,929864.44,892875.56,0.0,
185,283.16510701091903,1.2106836,height,,,,,,,,,,,0.0,0.0,4000684.8,3893558.0,4392611.5,3990722.8,3748951.0,3599439.5,3843258.5,4415015.5,6042419.0,5753391.5,5904174.5,5439592.0,5100297.0,5669613.5,0.0,2463030.5,3637764.0,2250182.5,3528451.5,3502129.8,3290335.2,3845171.5,3633018.2,0.0,
186,284.1683124912149,1.2091135,height,,,,,,,,,,,0.0,0.0,651357.5,704555.44,673691.3,679899.44,598702.7,584250.0,649301.25,706273.8,944529.06,879915.5,932489.5,842602.44,805709.06,894156.3,0.0,0.0,637045.44,0.0,0.0,576779.44,0.0,699120.8,575700.5,0.0,
187,735.3356533741099,1.2121652,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1397503.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
188,330.1908740869914,1.2501072,height,,,,,,,,,,,615076.44,789429.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,847361.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
189,254.24784592104524,1.1499766,height,,,,,,,,,,,957191.8,1023416.25,791215.94,944627.6,854639.75,688245.9,797718.75,977196.4,823464.2,853685.6,0.0,0.0,0.0,0.0,0.0,721504.25,1450890.0,1204634.5,0.0,1191570.1,990055.2,832337.8,957705.4,676695.7,1011650.3,0.0,
190,174.1852247412903,1.2233342,height,,,,,,,,,,,3547562.2,6563548.5,7727040.5,6702499.5,7784722.0,6520556.5,3522596.2,7050423.0,6701588.0,5708451.0,3849933.2,3862263.5,3863839.8,3866235.5,3930581.0,4250767.5,12516739.0,9248081.0,5257897.5,8764105.0,7068310.0,7408874.0,7346244.0,5061133.5,7861143.0,2356963.2,
191,619.2728947833823,1.22529,height,,,,,,,,,,,5213190.0,11033498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14540095.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
192,588.3899233304594,1.233115,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1190850.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
193,129.0547557887461,1.2337694,height,,,,,,,,,,,0.0,1143444.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2050894.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
194,135.08051062543825,1.247344,height,,,,,,,,,,,3040729.0,7070952.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14903351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
195,147.06519084981352,1.2337694,height,,,,,,,,,,,0.0,1096684.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2162816.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
196,165.07581970955718,1.247344,height,,,,,,,,,,,3439599.0,7812434.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15125336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
197,344.2067065100171,1.247344,height,,,,,,,,,,,1481039.8,1556260.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1260384.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
198,300.15204221591176,1.247344,height,,,,,,,,,,,1620088.2,3911343.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7767735.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
199,241.15457275082764,1.2485412,height,,,,,,,,,,,0.0,0.0,829122.56,832061.94,817126.4,885377.3,823759.4,811157.2,805930.6,905712.44,1009551.1,938820.06,969167.4,982567.5,871722.56,931436.9,0.0,607731.1,825311.4,605533.0,682042.5,875677.94,753867.8,888075.7,777756.44,0.0,
200,316.17565074966154,1.2439121,height,,,,,,,,,,,1130329.9,3078954.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6085767.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
201,299.14890609080385,1.247344,height,,,,,,,,,,,9043117.0,22366388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44673504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
202,337.10464210398646,1.2506593,height,,,,,,,,,,,1995378.4,4628264.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4468512.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
203,262.2013401744361,1.3196061,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2350479.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
204,245.09533609016023,1.3969555,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,661746.25,0.0,539951.94,605802.1,809719.8,1122382.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
205,446.2536652094578,1.4094971,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1644321.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
206,327.3367388298436,1.4209721,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1033975.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
207,333.15185521637846,1.4667974,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,687492.8,653189.7,713099.94,0.0,
208,299.3055508290304,1.5269192,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1066098.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
209,395.16760484114366,1.529357,height,,,,,,,,,,,0.0,801077.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1329790.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
210,394.2335374334856,1.5713011,height,,,,,,,,,,,0.0,0.0,1063471.6,1047135.9,1100588.0,1081506.9,1015792.4,986399.0,932113.9,941528.6,1706144.4,1500371.4,1420249.0,1406523.2,1469200.0,1289110.9,0.0,621916.7,930969.44,0.0,808413.44,787034.8,948838.1,1073126.5,864936.25,0.0,
211,350.2072178914386,1.5776141,height,,,,,,,,,,,0.0,0.0,588090.5,0.0,0.0,0.0,0.0,532514.75,0.0,0.0,839435.8,791327.3,791822.25,747258.7,756583.56,697016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
212,350.2072105424664,1.656619,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,959282.6,765134.9,791822.25,736624.3,775476.4,767532.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
213,232.19068962547377,1.7645818,height,,,,,,,,,,,606729.2,708709.44,789024.44,1009946.7,846041.6,980825.75,924485.25,924820.5,970029.4,1118450.0,580613.5,0.0,602227.4,602021.5,0.0,548603.8,2405238.0,1001982.4,951915.3,1270000.1,831063.56,1065100.6,962420.94,1076447.6,1078145.5,568282.1,
214,395.1675917728941,1.7728896,height,,,,,,,,,,,632096.2,874002.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1664075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
215,422.2647904802662,1.8272367,height,,,,,,,,,,,0.0,0.0,608692.4,0.0,630392.6,612476.44,0.0,0.0,0.0,0.0,800164.4,834567.1,756992.56,843974.7,793660.3,736247.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
216,343.2953901389333,1.8271214,height,,,,,,,,,,,0.0,0.0,0.0,698774.44,796978.25,814861.3,0.0,680539.9,645126.6,689068.56,1748750.4,1629027.0,1524826.1,1477605.6,1793460.6,1667674.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
217,408.24923506422897,1.8913196,height,,,,,,,,,,,0.0,0.0,1449637.9,1367411.5,1603970.6,1588266.8,1568801.0,1398028.6,1394444.0,1361678.6,2029904.2,2096223.2,2257162.0,2308192.0,1832460.1,1862338.1,0.0,820178.3,1275139.6,710143.7,1431446.0,1069925.6,1181580.2,1433960.9,1262071.9,0.0,
218,937.5864239416466,1.8350699,height,,,,,,,,,,,0.0,0.0,614102.6,737624.1,703730.9,630802.6,0.0,610834.1,706055.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,975313.9,699338.44,998365.06,668237.0,805778.25,662103.0,574833.75,0.0,0.0,
219,932.6309465675112,1.8468976,height,,,,,,,,,,,0.0,0.0,950701.4,1452243.8,1111072.5,1198362.6,678741.1,1087948.6,1252429.2,948629.0,0.0,0.0,0.0,0.0,590797.25,609992.9,0.0,2329245.2,1273967.0,2469185.0,1272677.4,1949273.5,1089765.0,867340.9,911770.94,0.0,
220,959.5702124039058,1.848333,height,,,,,,,,,,,0.0,0.0,1381166.9,1729398.4,1605305.2,1607777.2,1079889.8,1412428.0,1543876.0,1263172.4,751067.44,746578.5,876358.4,939267.44,895874.56,984898.06,0.0,2402655.5,1684038.2,2469935.8,1761922.1,2125987.0,1516521.4,1324657.2,1324389.5,0.0,
221,954.6150058507974,1.8498733,height,,,,,,,,,,,0.0,0.0,2345736.8,3559379.5,2849471.0,3135440.5,1608855.4,2594118.0,2922314.2,2284235.8,1044437.75,1046343.7,1220976.4,1313974.0,1391605.8,1598573.2,0.0,6020075.5,3468293.8,6496017.0,3507941.2,5023641.5,2892471.2,2196702.5,2419323.5,0.0,
222,155.11784226134668,1.8672887,height,,,,,,,,,,,0.0,0.0,5673625.5,5158270.0,5760720.5,5582448.5,5254047.5,5261867.0,5556866.0,5268009.5,6914210.5,7434969.0,7476832.0,8730369.0,7233204.5,7255368.5,0.0,3000214.2,4923480.0,2781242.8,4958549.0,4232311.5,4825082.0,5655459.0,5006028.5,0.0,
223,479.18880890695687,1.8828788,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,592383.4,594180.56,597976.5,684337.2,668782.56,592203.94,661200.44,0.0,0.0,0.0,0.0,609402.9,650540.75,929220.5,992893.4,981843.8,0.0,
224,457.2067402221273,1.8834666,height,,,,,,,,,,,0.0,0.0,0.0,581360.4,0.0,683198.9,0.0,733788.4,0.0,770554.0,736969.2,739790.44,844369.2,831205.1,778950.1,843715.75,0.0,0.0,755993.2,572675.3,841547.06,1086496.6,1221259.9,1118601.9,1420542.0,0.0,
225,926.5841952707532,1.8949038,height,,,,,,,,,,,0.0,0.0,0.0,503368.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,930471.25,0.0,1005557.6,615189.56,700044.94,0.0,0.0,0.0,0.0,
226,408.24918330936254,1.9205407,height,,,,,,,,,,,0.0,0.0,1420089.1,1358438.6,1481374.4,1567000.0,1463438.4,1333459.5,1405030.4,1443044.8,2204032.0,2004999.1,2114763.2,2273734.5,1893600.6,1766064.0,0.0,753575.5,1193600.6,710143.7,1349105.2,1013613.9,1267347.1,1346200.0,1215600.4,0.0,
227,208.15426794600737,1.9689778,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1323899.0,1191650.5,1188210.2,1022960.0,962245.3,901986.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
228,285.18063709389315,2.0058987,height,,,,,,,,,,,0.0,0.0,942398.56,873904.2,931322.56,911479.2,808417.25,811775.25,802200.06,768496.94,1200066.0,1187932.6,1091624.9,1096674.1,1126169.6,1096855.2,0.0,0.0,768297.4,0.0,790086.25,704018.3,820187.7,779901.75,736855.0,0.0,
229,760.5125291167707,2.0713024,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,908612.56,0.0,992067.56,0.0,635623.7,0.0,0.0,0.0,0.0,
230,394.2335007604594,2.1378696,height,,,,,,,,,,,0.0,0.0,4989727.5,4373930.5,4823901.0,5037015.0,5064746.0,4455550.0,4063122.2,4810652.0,7595517.0,0.0,6742500.0,5970812.0,6271815.0,6278277.0,0.0,2498535.8,4188937.5,2152497.2,4457861.0,3627167.8,4168949.2,4843154.5,3624474.5,0.0,
231,191.5006794208696,2.112426,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1003709.44,0.0,739036.56,0.0,1281642.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
232,192.8215654497908,2.110868,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,948870.0,890364.25,740731.8,0.0,1209116.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
233,503.2096223938853,2.1205764,height,,,,,,,,,,,0.0,0.0,0.0,787854.2,0.0,723123.3,0.0,1039442.25,0.0,1270193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,617645.7,0.0,0.0,0.0,679479.56,0.0,612220.75,0.0,
234,174.1488623670049,2.1225488,height,,,,,,,,,,,2219006.0,0.0,0.0,0.0,0.0,689756.9,0.0,0.0,0.0,0.0,40891156.0,39575010.0,33001096.0,32726318.0,35339572.0,34311496.0,14270990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
235,193.16243443350976,2.127735,height,,,,,,,,,,,2633709.0,0.0,0.0,0.0,0.0,736999.4,0.0,0.0,0.0,0.0,38375532.0,34178264.0,31617110.0,33285928.0,32147008.0,34266876.0,14795472.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
236,192.1594122403168,2.131608,height,,,,,,,,,,,23634964.0,4418824.5,3282534.2,2854074.2,4072556.0,7268490.5,3185583.0,2873554.5,2841519.0,2907525.8,372427040.0,333578750.0,315060350.0,324827040.0,314909600.0,333672640.0,143144140.0,1840653.1,2340540.5,2550421.2,2476427.5,2303374.2,2449572.2,2655923.2,3227232.5,0.0,
237,441.1729434668891,2.1722872,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,557048.3,0.0,0.0,735827.06,0.0,0.0,906424.1,586936.6,969483.5,522708.53,753020.44,711445.7,726589.0,0.0,
238,416.21534475832266,2.1827495,height,,,,,,,,,,,0.0,0.0,1249545.6,1216735.5,1213788.5,1173359.4,1336429.1,1228001.8,1090418.5,1211713.9,1719579.9,1719529.6,1679171.2,1610891.9,1662153.5,1513989.9,1671154.0,634293.1,1072243.6,0.0,1179791.6,905403.4,1106546.2,1136031.2,925563.75,0.0,
239,394.233507307402,2.1820676,height,,,,,,,,,,,0.0,0.0,4757823.0,4876604.5,4817958.0,4825418.5,4953541.0,4446773.0,4512891.0,4748260.5,7236889.0,7241224.5,6669139.5,6752484.5,7145118.5,6140499.0,0.0,2419465.8,4283172.0,2004052.1,4100968.2,3491666.8,4183094.8,4386786.5,3666048.5,0.0,
240,139.05022697628476,2.2017133,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2525098.2,2326578.0,2235375.8,2220343.2,2265695.5,2479131.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
241,378.1758793545426,2.2384179,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,717408.25,0.0,555273.56,0.0,627068.06,782041.6,851647.5,792429.25,773119.7,834705.2,799489.94,0.0,0.0,0.0,0.0,634999.2,655251.6,927669.25,805675.2,940897.6,0.0,
242,181.0858308570872,2.2400389,height,,,,,,,,,,,0.0,0.0,0.0,1175438.6,803341.44,1432816.9,642792.75,1153814.2,962467.44,1414780.8,1589023.0,1690528.0,1605544.6,1632275.6,1784271.2,1515633.1,0.0,0.0,1207380.1,601220.8,1301022.4,1373098.5,1832912.5,1704157.9,1960373.1,0.0,
243,383.1311534523575,2.2418754,height,,,,,,,,,,,0.0,0.0,1246772.6,2416425.5,1785900.6,2929158.2,1446119.2,2365480.0,2069871.8,2666233.5,3357094.5,3486235.2,3514205.8,3326779.0,3978589.5,3627550.5,0.0,1087895.4,2409406.0,1234641.0,2607154.2,2899411.2,3586145.0,3485046.2,3831550.5,0.0,
244,374.14453812546486,2.2429333,height,,,,,,,,,,,0.0,0.0,0.0,1026762.5,697244.8,1236192.5,611884.56,1028757.9,844103.7,1261006.6,1297725.6,1384199.5,1373424.6,1414497.1,1528205.4,1447205.5,0.0,737337.4,1378178.1,1002320.3,1409266.6,1468804.5,1855916.6,1601237.5,1986232.2,0.0,
245,150.10251613080828,2.2651186,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2228696.0,0.0,0.0,
246,352.2229105319464,2.339721,height,,,,,,,,,,,0.0,0.0,786838.56,774896.0,819072.94,774978.2,752687.4,775452.06,726594.7,735363.5,1406818.4,1364056.2,1267826.1,1349503.9,1374933.9,1261923.5,0.0,0.0,700747.94,0.0,0.0,684424.9,706697.1,769550.1,639706.06,0.0,
247,236.1662568925391,2.3499038,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1094503.4,1114820.8,1080545.0,1093303.8,1172383.2,1025192.44,1073924.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
248,834.5398851049808,2.4523969,height,,,,,,,,,,,0.0,0.0,1256341.5,1611127.2,1462385.5,1548430.6,847555.1,1191900.8,1494535.0,1146883.4,614812.75,668382.75,666063.6,792128.2,733769.5,938736.6,0.0,2872034.0,1686534.4,2993408.2,1716524.4,2326436.8,1445144.4,1120262.6,1240334.4,0.0,
249,812.5556689771269,2.4746156,height,,,,,,,,,,,0.0,0.0,0.0,715771.8,0.0,610511.44,0.0,0.0,586594.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1205765.2,696867.4,1194956.1,722905.3,883193.94,588406.4,0.0,0.0,0.0,
250,130.06523991933557,2.5714288,height,,,,,,,,,,,0.0,0.0,0.0,848622.4,0.0,910753.25,0.0,717511.56,0.0,720984.0,972327.44,891614.2,883722.44,820797.7,876692.2,854192.7,0.0,0.0,664407.4,0.0,712588.06,0.0,759811.06,560923.0,755887.3,0.0,
251,132.08084767803632,2.5718997,height,,,,,,,,,,,0.0,0.0,1330493.4,3015499.2,1924154.0,3225123.0,1309892.8,2410486.8,1779902.2,2568421.0,3372136.0,3042316.8,3050683.0,3005808.5,3060554.2,2911224.0,0.0,862026.2,2336948.0,974111.3,2310167.5,1295081.1,2591118.0,1884560.2,2606131.5,0.0,
252,163.12298894263802,2.5737042,height,,,,,,,,,,,0.0,0.0,9935922.0,22874150.0,14488189.0,22405972.0,9983283.0,18570394.0,13499613.0,19227152.0,24211344.0,23842256.0,22559548.0,21521718.0,23329748.0,22229786.0,0.0,6432474.5,16251436.0,7300827.0,17134172.0,9440604.0,19068624.0,14519482.0,18500434.0,0.0,
253,468.19111170646585,2.6012285,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3983980.5,4119272.5,4017286.5,4060893.5,4206380.5,4458406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
254,451.1645996098413,2.602528,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15598924.0,17152842.0,16857400.0,17630160.0,17426390.0,17782816.0,1532473.4,0.0,0.0,761964.7,0.0,0.0,0.0,0.0,0.0,0.0,
255,473.1463740163462,2.6014555,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1708472.1,1788470.4,1734821.5,1758177.6,1720262.0,1797939.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
256,461.2758739235992,2.6267776,height,,,,,,,,,,,0.0,0.0,753263.7,756237.5,716817.3,616663.25,676860.7,628657.94,677959.1,681343.56,1108554.2,1110274.9,1130051.0,1079984.8,1043535.1,1093861.8,0.0,0.0,578445.3,0.0,594304.0,0.0,543203.75,628117.75,0.0,0.0,
257,266.186446027015,2.7070138,height,,,,,,,,,,,0.0,0.0,2300123.5,2087483.6,2311869.5,2177702.5,2047314.1,2126407.8,2002784.4,2085962.9,3378911.0,3569392.5,3350739.8,3209553.5,3168065.5,3406155.2,0.0,1042014.75,1917976.2,834781.06,1715241.0,1502194.4,1781627.0,2313408.0,1644538.0,0.0,
258,269.1072271236044,2.718683,height,,,,,,,,,,,0.0,0.0,729825.8,1582048.2,1092658.6,1838186.4,805317.56,2067271.2,1164672.1,1974651.5,1764051.5,1749313.5,1718327.0,1809931.5,1528818.1,1730943.6,0.0,0.0,968059.75,0.0,1028513.4,0.0,1139968.1,711251.2,1054828.6,0.0,
259,312.1107437165223,2.7200036,height,,,,,,,,,,,0.0,0.0,0.0,859697.1,0.0,949373.75,0.0,1028187.6,608115.7,934391.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
260,268.10395886519046,2.7189028,height,,,,,,,,,,,0.0,0.0,6935961.5,15306850.0,9961810.0,17700162.0,7582728.5,19265588.0,10763899.0,18991904.0,17115386.0,16591594.0,15807364.0,15973848.0,14942390.0,16462331.0,0.0,2592203.8,9343087.0,2928076.5,9284478.0,4909848.0,10708898.0,7188515.0,10307452.0,0.0,
261,435.1657822717867,2.7197948,height,,,,,,,,,,,0.0,0.0,0.0,656180.56,0.0,678664.5,0.0,791381.94,0.0,797856.9,1146007.0,1070559.1,1050807.5,1087297.9,1004997.9,1119244.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
262,473.1464670737679,2.7384152,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4593043.0,4481888.5,4083292.8,4984060.5,4603593.5,4511037.5,674399.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
263,451.16463187982674,2.741319,height,,,,,,,,,,,0.0,0.0,787961.9,0.0,932584.8,967910.0,0.0,546310.06,963039.7,0.0,33460592.0,30237496.0,28223894.0,35987148.0,31829804.0,33424304.0,2784457.8,0.0,0.0,1496168.1,0.0,0.0,0.0,0.0,0.0,0.0,
264,468.19117998352766,2.7397842,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3466230.8,3088787.8,3037590.0,3525660.2,3401604.5,3690350.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
265,496.22251557032814,2.7397842,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2685582.2,2171024.5,1809583.0,2475661.2,2318420.5,2458604.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
266,923.303969935309,2.7359297,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1422670.0,1504383.4,1217000.0,1777057.8,1432838.5,1693556.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
267,519.3180359717147,2.742254,height,,,,,,,,,,,0.0,0.0,978908.06,956612.4,974697.1,979755.2,926376.2,855760.4,862708.4,1010229.8,1933810.6,1678127.4,1647295.0,1861397.0,1639712.2,1696688.6,0.0,0.0,903821.9,0.0,803493.6,660889.56,821660.2,910544.8,718508.5,0.0,
268,901.3220050878348,2.7378633,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1661152.5,1522380.9,1285849.5,1893597.9,1570799.1,1743046.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
